Rollno,Name,Gender,Caste,PWD,Rank,prefl,Seat Allotted,Preference Number
XYZ4103,student4536,M,Gen,No,1197,"[['NITAP', 'ECE'], ['NITT', 'CSE'], ['MNNIT', 'ECE'], ['NITC', 'CSE'], ['NITK', 'MECH'], ['NITT', 'MECH'], ['NITC', 'ECE'], ['MNNIT', 'ECE'], ['NITT', 'MECH'], ['NITK', 'ECE']]","['NITAP', 'ECE']",1
XYZ4103,student3514,F,Gen,No,2337,"[['NITG', 'AGRI'], ['MNNIT', 'CSE'], ['MNNIT', 'ECE'], ['NITG', 'CSE'], ['NITC', 'CSE'], ['NITB', 'ECE'], ['SVNIT', 'ECE'], ['MNNIT', 'ECE'], ['NITB', 'ECE'], ['NITG', 'ECE']]","['MNNIT', 'CSE']",2
XYZ4107,student1882,M,Gen,No,4809,"[['NITT', 'ECE'], ['MNNIT', 'MECH'], ['NITB', 'ECE'], ['SVNIT', 'ECE'], ['NITG', 'ECE'], ['NITG', 'CSE'], ['VNIT', 'CSE']]","Sorry, you got no seat",0
XYZ4109,student492,F,Res,No,3337,"[['NITB', 'ECE'], ['MNNIT', 'MECH'], ['NITB', 'MECH'], ['NITG', 'MECH'], ['NITK', 'ECE']]","['MNNIT', 'MECH']",2
XYZ4113,student3690,M,Gen,No,2706,"[['NITG', 'CSE'], ['NITT', 'CSE'], ['NITC', 'CSE'], ['NITB', 'CSE'], ['NITAP', 'CSE'], ['NITT', 'MECH'], ['NITG', 'ECE'], ['NITT', 'ECE'], ['MNNIT', 'CSE']]","Sorry, you got no seat",0
XYZ4113,student1296,M,Gen,No,154,"[['NITAP', 'ECE'], ['NITT', 'CSE'], ['NITG', 'ECE'], ['NITT', 'CSE'], ['NITAP', 'CSE'], ['SVNIT', 'MECH'], ['SVNIT', 'ECE'], ['NITG', 'CSE'], ['NITK', 'MECH'], ['NITAP', 'ECE']]","['NITAP', 'ECE']",1
XYZ4113,student1816,F,Res,No,531,"[['NITB', 'MECH'], ['VNIT', 'ECE'], ['NITG', 'CSE'], ['NITB', 'CSE'], ['VNIT', 'CSE'], ['NITG', 'MECH'], ['MNNIT', 'ECE'], ['NITC', 'ECE'], ['NITG', 'MECH'], ['NITB', 'ECE']]","['NITB', 'MECH']",1
XYZ4114,student174,M,Res,No,3138,"[['NITG', 'CSE'], ['MNNIT', 'ECE'], ['MNNIT', 'CSE'], ['NITB', 'MECH'], ['SVNIT', 'CSE']]","['MNNIT', 'CSE']",3
XYZ4114,student4546,M,Gen,No,3596,"[['NITT', 'ECE'], ['VNIT', 'CSE'], ['NITC', 'CSE'], ['NITAP', 'ECE'], ['NITG', 'MECH'], ['NITG', 'ECE'], ['NITG', 'MECH'], ['SVNIT', 'MECH'], ['VNIT', 'CSE'], ['VNIT', 'CSE']]","Sorry, you got no seat",0
XYZ4115,student2008,M,Gen,No,2307,"[['NITG', 'CIVIL'], ['NITG', 'MECH'], ['MNNIT', 'MECH'], ['NITG', 'CSE']]","Sorry, you got no seat",0
XYZ4115,student1457,M,Gen,No,427,"[['SVNIT', 'AGRI'], ['NITAP', 'ECE'], ['NITB', 'MECH'], ['NITK', 'CSE'], ['NITC', 'MECH'], ['NITAP', 'ECE']]","['SVNIT', 'AGRI']",1
XYZ4115,student3699,M,Gen,No,3973,"[['VNIT', 'ECE'], ['NITG', 'ECE'], ['MNNIT', 'MECH'], ['NITG', 'MECH'], ['SVNIT', 'CSE'], ['NITC', 'CSE'], ['NITT', 'ECE'], ['NITT', 'ECE'], ['NITG', 'CSE'], ['NITC', 'ECE']]","Sorry, you got no seat",0
XYZ4119,student4052,M,Gen,No,1310,"[['NITB', 'MECH'], ['NITB', 'CSE'], ['NITAP', 'MECH'], ['NITB', 'CSE'], ['NITT', 'CSE'], ['NITB', 'MECH'], ['NITAP', 'ECE']]","['NITB', 'MECH']",1
XYZ4119,student1051,M,Gen,No,561,"[['NITG', 'CIVIL'], ['VNIT', 'ECE'], ['NITB', 'MECH']]","['NITG', 'CIVIL']",1
XYZ4119,student1560,F,Gen,No,721,"[['NITK', 'AGRI'], ['NITB', 'ECE'], ['NITB', 'ECE']]","['NITK', 'AGRI']",1
XYZ4120,student3147,F,Gen,No,3537,"[['NITT', 'CSE'], ['VNIT', 'CSE'], ['NITB', 'ECE'], ['NITG', 'MECH'], ['NITC', 'CSE'], ['NITT', 'ECE']]","Sorry, you got no seat",0
XYZ4121,student3401,F,Gen,No,1793,"[['NITT', 'CSE'], ['NITG', 'CSE'], ['NITAP', 'ECE'], ['NITG', 'MECH'], ['SVNIT', 'MECH'], ['NITAP', 'MECH'], ['NITT', 'CSE'], ['NITT', 'ECE'], ['NITG', 'CSE'], ['NITC', 'ECE']]","['NITT', 'CSE']",1
XYZ4125,student4373,M,Gen,Yes,2570,"[['NITG', 'CSE'], ['NITT', 'CSE'], ['NITT', 'MECH'], ['NITG', 'ECE'], ['NITC', 'CSE'], ['VNIT', 'ECE'], ['NITK', 'ECE'], ['NITB', 'CSE']]","['NITG', 'CSE']",1
XYZ4125,student1597,M,Res,No,4141,"[['NITC', 'MECH'], ['MNNIT', 'MECH'], ['NITK', 'CSE'], ['VNIT', 'CSE'], ['NITG', 'MECH'], ['NITC', 'CSE'], ['NITK', 'ECE'], ['NITB', 'ECE'], ['VNIT', 'MECH'], ['MNNIT', 'ECE']]","Sorry, you got no seat",0
XYZ4127,student4182,M,Gen,Yes,921,"[['NITK', 'CSE'], ['NITG', 'ECE'], ['NITC', 'MECH'], ['NITC', 'MECH'], ['NITG', 'MECH'], ['VNIT', 'ECE'], ['VNIT', 'CSE'], ['NITG', 'MECH'], ['MNNIT', 'ECE'], ['NITG', 'MECH']]","['NITK', 'CSE']",1
XYZ4129,student4431,M,Gen,No,3160,"[['NITK', 'MECH'], ['MNNIT', 'MECH'], ['NITG', 'ECE'], ['NITG', 'ECE'], ['NITG', 'ECE'], ['NITB', 'CSE'], ['NITK', 'CSE'], ['MNNIT', 'MECH'], ['SVNIT', 'CSE'], ['NITC', 'CSE']]","Sorry, you got no seat",0
XYZ4130,student4859,M,Res,No,4804,"[['NITG', 'ECE'], ['NITAP', 'MECH'], ['VNIT', 'CSE']]","Sorry, you got no seat",0
XYZ4130,student1388,M,Gen,No,1930,"[['NITT', 'CIVIL'], ['VNIT', 'ECE'], ['VNIT', 'CSE'], ['NITG', 'CSE'], ['NITB', 'CSE'], ['NITG', 'ECE'], ['NITT', 'ECE'], ['NITC', 'CSE'], ['VNIT', 'CSE'], ['NITB', 'CSE']]","['NITT', 'CIVIL']",1
XYZ4130,student4188,F,Gen,No,3297,"[['SVNIT', 'AGRI'], ['NITC', 'ECE'], ['NITK', 'ECE'], ['NITG', 'ECE'], ['NITB', 'ECE'], ['NITT', 'MECH'], ['NITAP', 'MECH'], ['NITG', 'MECH'], ['VNIT', 'CSE'], ['MNNIT', 'MECH']]","Sorry, you got no seat",0
XYZ4131,student1943,M,Res,No,4443,"[['VNIT', 'CSE'], ['NITB', 'CSE'], ['NITC', 'CSE'], ['NITT', 'ECE']]","Sorry, you got no seat",0
XYZ4133,student3557,F,Res,No,3458,"[['NITK', 'ECE'], ['VNIT', 'CSE'], ['NITC', 'CSE'], ['NITG', 'MECH']]","['VNIT', 'CSE']",2
XYZ4133,student4528,F,Gen,No,205,"[['NITAP', 'MECH'], ['NITT', 'CSE'], ['SVNIT', 'CSE'], ['MNNIT', 'ECE'], ['NITB', 'CSE'], ['NITT', 'CSE'], ['NITG', 'ECE'], ['NITT', 'MECH'], ['NITG', 'CSE'], ['NITAP', 'MECH']]","['NITAP', 'MECH']",1
XYZ4134,student4729,F,Gen,No,3293,"[['NITG', 'CSE'], ['NITK', 'MECH'], ['SVNIT', 'CSE'], ['NITC', 'CSE']]","Sorry, you got no seat",0
XYZ4136,student829,F,Res,No,2476,"[['NITK', 'AGRI'], ['NITG', 'MECH'], ['NITK', 'ECE'], ['NITAP', 'CSE'], ['VNIT', 'ECE'], ['NITK', 'ECE'], ['NITG', 'MECH']]","['NITK', 'AGRI']",1
XYZ4136,student1876,M,Gen,No,3541,"[['NITK', 'AGRI'], ['NITAP', 'CSE'], ['VNIT', 'MECH'], ['NITAP', 'CSE'], ['VNIT', 'CSE'], ['NITB', 'CSE'], ['NITG', 'CSE'], ['NITT', 'CSE'], ['NITK', 'MECH'], ['SVNIT', 'MECH']]","Sorry, you got no seat",0
XYZ4136,student2064,F,Gen,No,3932,"[['VNIT', 'AGRI'], ['VNIT', 'CSE'], ['MNNIT', 'MECH'], ['VNIT', 'CSE'], ['SVNIT', 'CSE'], ['VNIT', 'ECE'], ['MNNIT', 'CSE'], ['SVNIT', 'ECE']]","Sorry, you got no seat",0
XYZ4137,student1894,F,Res,No,1035,"[['NITG', 'CIVIL'], ['VNIT', 'MECH'], ['NITAP', 'MECH'], ['NITC', 'ECE'], ['NITG', 'MECH'], ['NITT', 'CSE'], ['NITG', 'CSE'], ['NITC', 'MECH'], ['SVNIT', 'MECH'], ['NITG', 'MECH']]","['NITG', 'CIVIL']",1
XYZ4138,student1891,F,Res,No,156,"[['NITC', 'CIVIL'], ['SVNIT', 'CSE'], ['NITC', 'ECE'], ['MNNIT', 'MECH'], ['SVNIT', 'ECE'], ['MNNIT', 'CSE'], ['NITG', 'CSE'], ['VNIT', 'ECE'], ['MNNIT', 'MECH'], ['NITG', 'CSE']]","['NITC', 'CIVIL']",1
XYZ4138,student93,M,Res,No,4920,"[['SVNIT', 'CIVIL'], ['NITB', 'CSE'], ['NITG', 'CSE'], ['NITAP', 'CSE'], ['VNIT', 'ECE'], ['MNNIT', 'ECE'], ['SVNIT', 'ECE'], ['NITB', 'MECH'], ['SVNIT', 'MECH'], ['NITG', 'CSE']]","Sorry, you got no seat",0
XYZ4139,student464,F,Res,No,2876,"[['NITG', 'MECH'], ['MNNIT', 'ECE'], ['NITB', 'MECH'], ['NITB', 'MECH'], ['NITAP', 'ECE'], ['SVNIT', 'ECE'], ['NITG', 'MECH'], ['NITAP', 'CSE'], ['NITK', 'MECH'], ['NITT', 'CSE']]","['MNNIT', 'ECE']",2
XYZ4141,student4024,M,Gen,No,1474,"[['NITK', 'AGRI'], ['NITK', 'CSE'], ['NITT', 'MECH'], ['NITAP', 'ECE'], ['NITC', 'CSE'], ['NITG', 'ECE'], ['NITG', 'ECE'], ['NITAP', 'ECE'], ['NITG', 'MECH'], ['MNNIT', 'MECH']]","['NITK', 'AGRI']",1
XYZ4142,student2250,F,Gen,No,4430,"[['VNIT', 'CIVIL'], ['NITT', 'CSE'], ['NITAP', 'CSE'], ['SVNIT', 'ECE'], ['MNNIT', 'ECE'], ['NITAP', 'CSE'], ['NITK', 'CSE'], ['VNIT', 'ECE'], ['NITG', 'CSE'], ['NITG', 'CSE']]","Sorry, you got no seat",0
XYZ4142,student360,F,Res,No,1849,"[['NITT', 'CSE'], ['NITK', 'MECH'], ['NITK', 'CSE'], ['NITT', 'ECE'], ['NITG', 'ECE'], ['NITAP', 'ECE'], ['NITB', 'CSE'], ['NITT', 'MECH'], ['SVNIT', 'MECH']]","['NITT', 'CSE']",1
XYZ4142,student2430,M,Res,No,2518,"[['SVNIT', 'AGRI'], ['SVNIT', 'ECE'], ['NITAP', 'CSE'], ['NITG', 'CSE'], ['SVNIT', 'CSE']]","['SVNIT', 'AGRI']",1
XYZ4145,student3393,M,Gen,No,4893,"[['VNIT', 'CIVIL'], ['NITG', 'CSE'], ['NITAP', 'MECH'], ['NITB', 'ECE'], ['NITG', 'CSE'], ['NITG', 'MECH'], ['NITT', 'MECH'], ['VNIT', 'ECE'], ['MNNIT', 'MECH'], ['VNIT', 'ECE']]","Sorry, you got no seat",0
XYZ4146,student1839,M,Res,No,1497,"[['NITC', 'ECE'], ['NITT', 'MECH'], ['SVNIT', 'CSE']]","['SVNIT', 'CSE']",3
XYZ4146,student4647,M,Res,No,3715,"[['VNIT', 'CSE'], ['NITG', 'CSE'], ['NITAP', 'MECH'], ['NITG', 'MECH'], ['NITB', 'ECE'], ['NITAP', 'MECH'], ['NITT', 'MECH'], ['MNNIT', 'MECH'], ['VNIT', 'CSE']]","['VNIT', 'CSE']",1
XYZ4147,student3243,F,Res,No,614,"[['NITAP', 'MECH'], ['NITG', 'CSE'], ['VNIT', 'ECE'], ['NITK', 'ECE'], ['NITAP', 'MECH'], ['NITG', 'ECE'], ['NITG', 'ECE'], ['NITB', 'MECH'], ['NITK', 'MECH'], ['NITB', 'MECH']]","['NITAP', 'MECH']",1
XYZ4149,student3167,M,Gen,No,4270,"[['SVNIT', 'ECE'], ['NITG', 'ECE'], ['NITG', 'CSE'], ['NITK', 'CSE'], ['NITT', 'CSE'], ['MNNIT', 'MECH'], ['NITB', 'MECH'], ['VNIT', 'ECE'], ['VNIT', 'CSE'], ['MNNIT', 'MECH']]","Sorry, you got no seat",0
XYZ4151,student4042,M,Gen,No,1404,"[['NITC', 'ECE'], ['SVNIT', 'ECE'], ['MNNIT', 'ECE'], ['MNNIT', 'MECH'], ['NITAP', 'ECE'], ['MNNIT', 'ECE'], ['NITG', 'ECE'], ['NITG', 'MECH'], ['NITK', 'CSE'], ['NITT', 'CSE']]","['SVNIT', 'ECE']",2
XYZ4152,student4775,F,Gen,Yes,120,"[['NITC', 'CSE'], ['NITT', 'MECH'], ['NITAP', 'MECH'], ['NITT', 'ECE'], ['NITB', 'MECH'], ['NITAP', 'CSE'], ['NITG', 'CSE'], ['NITB', 'CSE'], ['NITG', 'ECE'], ['MNNIT', 'MECH']]","['NITC', 'CSE']",1
XYZ4152,student924,F,Res,No,4378,"[['SVNIT', 'AGRI'], ['SVNIT', 'ECE'], ['VNIT', 'ECE'], ['NITC', 'ECE'], ['NITG', 'CSE'], ['NITT', 'MECH'], ['NITG', 'ECE']]","['SVNIT', 'AGRI']",1
XYZ4152,student4820,M,Gen,No,213,"[['NITC', 'MECH'], ['NITG', 'ECE'], ['SVNIT', 'CSE'], ['NITK', 'MECH'], ['NITG', 'CSE'], ['NITG', 'MECH'], ['SVNIT', 'ECE'], ['SVNIT', 'ECE'], ['NITC', 'CSE'], ['NITG', 'CSE']]","['NITC', 'MECH']",1
XYZ4153,student4922,F,Gen,No,77,"[['NITC', 'MECH'], ['NITG', 'ECE'], ['NITC', 'ECE'], ['SVNIT', 'MECH'], ['NITT', 'MECH'], ['NITT', 'CSE'], ['NITT', 'ECE'], ['SVNIT', 'CSE'], ['NITB', 'CSE'], ['NITK', 'MECH']]","['NITC', 'MECH']",1
XYZ4153,student2942,M,Gen,No,922,"[['NITG', 'ECE'], ['NITC', 'CSE'], ['NITB', 'ECE'], ['SVNIT', 'ECE'], ['NITG', 'MECH'], ['NITG', 'ECE'], ['SVNIT', 'ECE'], ['NITAP', 'CSE'], ['NITT', 'CSE'], ['NITK', 'ECE']]","['NITC', 'CSE']",2
XYZ4156,student4038,M,Gen,No,3921,"[['MNNIT', 'MECH'], ['NITT', 'ECE'], ['NITG', 'MECH'], ['NITAP', 'MECH'], ['NITB', 'CSE'], ['NITK', 'ECE'], ['NITAP', 'MECH'], ['NITK', 'MECH'], ['NITC', 'CSE'], ['SVNIT', 'MECH']]","Sorry, you got no seat",0
XYZ4156,student3259,M,Gen,No,1128,"[['NITB', 'CSE'], ['VNIT', 'ECE'], ['NITAP', 'CSE'], ['SVNIT', 'CSE'], ['NITG', 'CSE'], ['NITG', 'ECE'], ['SVNIT', 'MECH'], ['NITG', 'ECE'], ['NITAP', 'CSE'], ['NITC', 'CSE']]","['NITB', 'CSE']",1
XYZ4156,student107,M,Gen,No,2336,"[['NITAP', 'CSE'], ['NITT', 'CSE'], ['VNIT', 'CSE'], ['NITAP', 'ECE'], ['NITK', 'MECH'], ['NITK', 'CSE'], ['NITB', 'MECH'], ['NITT', 'MECH'], ['NITT', 'MECH'], ['VNIT', 'ECE']]","['NITT', 'CSE']",2
XYZ4157,student3843,M,Res,No,3377,"[['VNIT', 'ECE'], ['NITK', 'CSE'], ['NITAP', 'MECH'], ['SVNIT', 'ECE'], ['NITG', 'MECH'], ['NITC', 'ECE'], ['NITG', 'CSE'], ['NITB', 'MECH'], ['NITB', 'MECH'], ['NITB', 'ECE']]","['VNIT', 'ECE']",1
XYZ4158,student853,M,Gen,Yes,1758,"[['NITAP', 'MECH'], ['NITC', 'CSE'], ['NITAP', 'ECE'], ['NITG', 'MECH'], ['SVNIT', 'CSE'], ['NITT', 'CSE'], ['NITG', 'CSE'], ['MNNIT', 'MECH'], ['NITG', 'CSE'], ['NITG', 'ECE']]","['NITAP', 'MECH']",1
XYZ4158,student1297,M,Res,No,3864,"[['MNNIT', 'AGRI'], ['NITK', 'MECH'], ['NITK', 'ECE'], ['MNNIT', 'ECE'], ['NITC', 'CSE'], ['NITB', 'ECE'], ['NITB', 'CSE'], ['NITK', 'CSE'], ['NITB', 'ECE'], ['NITT', 'MECH']]","['MNNIT', 'AGRI']",1
XYZ4159,student916,F,Res,Yes,1698,"[['NITG', 'CIVIL'], ['NITG', 'CSE'], ['NITG', 'ECE'], ['NITT', 'CSE'], ['NITG', 'ECE'], ['VNIT', 'MECH'], ['NITAP', 'CSE'], ['NITK', 'MECH']]","['NITG', 'CIVIL']",1
XYZ4161,student4720,M,Gen,No,3054,"[['NITB', 'CIVIL'], ['SVNIT', 'ECE'], ['VNIT', 'MECH'], ['MNNIT', 'CSE'], ['MNNIT', 'ECE'], ['SVNIT', 'MECH'], ['NITG', 'ECE'], ['NITB', 'MECH'], ['MNNIT', 'CSE'], ['NITB', 'ECE']]","Sorry, you got no seat",0
XYZ4161,student4213,F,Res,No,4077,"[['MNNIT', 'CIVIL'], ['NITB', 'ECE'], ['MNNIT', 'MECH'], ['NITK', 'MECH'], ['NITG', 'MECH'], ['NITAP', 'MECH'], ['NITT', 'CSE'], ['SVNIT', 'MECH'], ['NITK', 'CSE'], ['NITAP', 'CSE']]","Sorry, you got no seat",0
XYZ4162,student2136,M,Res,No,2920,"[['NITG', 'CIVIL'], ['NITK', 'CSE'], ['MNNIT', 'MECH'], ['NITG', 'MECH']]","['NITG', 'CIVIL']",1
XYZ4163,student450,M,Res,No,4279,"[['NITG', 'AGRI'], ['SVNIT', 'ECE'], ['VNIT', 'CSE'], ['VNIT', 'ECE'], ['SVNIT', 'MECH'], ['NITAP', 'CSE'], ['NITC', 'MECH']]","Sorry, you got no seat",0
XYZ4163,student4375,M,Gen,No,2862,"[['NITAP', 'ECE'], ['NITT', 'MECH'], ['VNIT', 'MECH'], ['NITB', 'ECE'], ['NITK', 'MECH'], ['NITT', 'MECH'], ['MNNIT', 'CSE'], ['VNIT', 'ECE'], ['NITK', 'MECH'], ['VNIT', 'ECE']]","Sorry, you got no seat",0
XYZ4165,student1782,M,Gen,No,976,"[['VNIT', 'CIVIL'], ['SVNIT', 'CSE'], ['NITT', 'CSE'], ['NITG', 'CSE'], ['VNIT', 'MECH'], ['MNNIT', 'MECH'], ['VNIT', 'CSE'], ['NITB', 'ECE'], ['VNIT', 'CSE'], ['NITK', 'MECH']]","['VNIT', 'CIVIL']",1
XYZ4165,student781,F,Res,No,2157,"[['NITB', 'CIVIL'], ['SVNIT', 'CSE'], ['NITG', 'MECH'], ['NITB', 'ECE'], ['SVNIT', 'MECH'], ['NITG', 'MECH'], ['NITB', 'MECH'], ['NITB', 'ECE'], ['NITG', 'ECE'], ['NITG', 'ECE']]","['NITB', 'CIVIL']",1
XYZ4166,student2322,M,Gen,No,3339,"[['NITAP', 'MECH'], ['NITT', 'CSE'], ['NITK', 'CSE'], ['MNNIT', 'MECH']]","Sorry, you got no seat",0
XYZ4166,student695,M,Gen,No,4597,"[['NITG', 'CSE'], ['SVNIT', 'ECE'], ['MNNIT', 'ECE'], ['NITT', 'MECH'], ['VNIT', 'CSE'], ['NITC', 'CSE'], ['NITC', 'ECE'], ['NITAP', 'CSE'], ['SVNIT', 'CSE']]","Sorry, you got no seat",0
XYZ4167,student1483,M,Gen,No,700,"[['NITB', 'AGRI'], ['NITT', 'CSE'], ['NITB', 'CSE'], ['NITK', 'CSE'], ['MNNIT', 'ECE'], ['NITC', 'ECE'], ['SVNIT', 'ECE'], ['NITG', 'ECE'], ['NITC', 'CSE'], ['NITC', 'ECE']]","['NITB', 'AGRI']",1
XYZ4168,student2662,M,Res,No,2253,"[['NITC', 'CSE'], ['NITC', 'ECE'], ['SVNIT', 'ECE'], ['VNIT', 'CSE'], ['NITG', 'ECE'], ['NITG', 'ECE'], ['NITC', 'CSE'], ['NITC', 'ECE'], ['NITK', 'CSE'], ['NITAP', 'CSE']]","['NITC', 'CSE']",1
XYZ4168,student216,F,Gen,No,2257,"[['SVNIT', 'ECE'], ['NITC', 'CSE'], ['SVNIT', 'CSE'], ['NITB', 'ECE'], ['NITAP', 'MECH'], ['NITG', 'CSE'], ['NITK', 'ECE'], ['NITC', 'MECH'], ['NITK', 'CSE'], ['NITT', 'CSE']]","['NITT', 'CSE']",10
XYZ4168,student2461,M,Gen,No,1980,"[['NITG', 'MECH'], ['NITB', 'ECE'], ['NITK', 'CSE'], ['SVNIT', 'ECE'], ['NITT', 'ECE'], ['NITT', 'ECE'], ['NITB', 'CSE'], ['NITAP', 'MECH'], ['MNNIT', 'MECH'], ['SVNIT', 'ECE']]","['NITK', 'CSE']",3
XYZ4168,student2127,F,Gen,No,3053,"[['NITB', 'MECH'], ['MNNIT', 'CSE'], ['NITC', 'CSE'], ['NITB', 'CSE'], ['NITK', 'ECE'], ['SVNIT', 'MECH'], ['VNIT', 'MECH'], ['MNNIT', 'MECH'], ['NITK', 'ECE'], ['NITT', 'ECE']]","Sorry, you got no seat",0
XYZ4168,student2052,M,Res,No,4454,"[['NITG', 'ECE'], ['VNIT', 'ECE'], ['NITG', 'CSE'], ['NITC', 'MECH'], ['NITT', 'MECH'], ['NITC', 'ECE'], ['NITK', 'MECH']]","Sorry, you got no seat",0
XYZ4168,student1952,M,Res,No,1567,"[['NITG', 'CIVIL'], ['SVNIT', 'MECH'], ['NITB', 'ECE'], ['NITAP', 'CSE'], ['NITG', 'CSE'], ['NITK', 'MECH'], ['NITT', 'ECE'], ['NITK', 'MECH'], ['VNIT', 'CSE'], ['NITAP', 'MECH']]","['NITG', 'CIVIL']",1
XYZ4170,student3781,F,Gen,No,1439,"[['NITG', 'CSE'], ['NITAP', 'CSE'], ['NITK', 'CSE'], ['NITK', 'ECE'], ['VNIT', 'CSE']]","['NITG', 'CSE']",1
XYZ4170,student2068,M,Gen,No,3506,"[['NITB', 'CIVIL'], ['MNNIT', 'ECE'], ['VNIT', 'ECE'], ['NITK', 'MECH'], ['VNIT', 'ECE'], ['NITC', 'MECH'], ['VNIT', 'CSE'], ['NITC', 'CSE'], ['NITG', 'ECE'], ['NITC', 'CSE']]","Sorry, you got no seat",0
XYZ4170,student3962,F,Gen,No,2417,"[['NITB', 'MECH'], ['VNIT', 'MECH'], ['MNNIT', 'MECH'], ['NITG', 'ECE'], ['NITB', 'CSE'], ['SVNIT', 'ECE'], ['NITG', 'ECE'], ['NITG', 'MECH'], ['NITG', 'CSE'], ['NITK', 'CSE']]","Sorry, you got no seat",0
XYZ4171,student3358,F,Gen,No,1650,"[['NITG', 'AGRI'], ['NITB', 'CSE'], ['NITK', 'CSE'], ['SVNIT', 'CSE'], ['VNIT', 'MECH'], ['NITC', 'CSE'], ['NITG', 'ECE'], ['NITAP', 'ECE'], ['NITB', 'CSE'], ['SVNIT', 'CSE']]","['NITB', 'CSE']",2
XYZ4173,student4303,M,Res,No,4292,"[['NITK', 'ECE'], ['NITB', 'ECE'], ['SVNIT', 'ECE'], ['NITAP', 'MECH'], ['VNIT', 'CSE'], ['MNNIT', 'MECH'], ['NITG', 'MECH'], ['NITAP', 'ECE'], ['NITB', 'MECH'], ['SVNIT', 'MECH']]","Sorry, you got no seat",0
XYZ4173,student1036,M,Res,No,3548,"[['NITB', 'CSE'], ['NITG', 'ECE'], ['NITAP', 'CSE'], ['NITB', 'ECE'], ['NITC', 'MECH'], ['MNNIT', 'ECE'], ['NITG', 'CSE'], ['MNNIT', 'MECH'], ['VNIT', 'CSE'], ['NITK', 'CSE']]","['NITB', 'CSE']",1
XYZ4173,student1201,M,Gen,No,1934,"[['VNIT', 'AGRI'], ['NITAP', 'MECH'], ['MNNIT', 'MECH'], ['VNIT', 'MECH'], ['NITC', 'ECE']]","['VNIT', 'AGRI']",1
XYZ4174,student1811,M,Gen,No,3198,"[['NITAP', 'ECE'], ['NITB', 'MECH'], ['VNIT', 'MECH'], ['NITT', 'CSE'], ['SVNIT', 'CSE'], ['VNIT', 'MECH'], ['NITB', 'ECE'], ['NITC', 'CSE'], ['NITT', 'CSE'], ['NITG', 'MECH']]","Sorry, you got no seat",0
XYZ4175,student2024,F,Gen,No,1395,"[['NITT', 'CSE'], ['NITK', 'ECE'], ['NITK', 'MECH']]","['NITT', 'CSE']",1
XYZ4176,student655,F,Gen,No,2580,"[['NITK', 'AGRI'], ['SVNIT', 'CSE'], ['NITT', 'ECE'], ['NITG', 'ECE'], ['NITK', 'ECE'], ['MNNIT', 'ECE'], ['NITK', 'CSE'], ['NITG', 'ECE'], ['NITG', 'ECE'], ['NITC', 'CSE']]","Sorry, you got no seat",0
XYZ4178,student1658,M,Gen,No,3064,"[['NITG', 'ECE'], ['VNIT', 'MECH'], ['VNIT', 'MECH'], ['NITB', 'CSE'], ['NITG', 'MECH'], ['NITB', 'ECE'], ['NITG', 'CSE'], ['MNNIT', 'ECE'], ['NITK', 'ECE'], ['SVNIT', 'ECE']]","Sorry, you got no seat",0
XYZ4178,student3022,F,Res,No,2280,"[['SVNIT', 'CIVIL'], ['NITT', 'ECE'], ['NITC', 'CSE'], ['NITT', 'MECH'], ['NITG', 'CSE'], ['NITG', 'CSE']]","['NITC', 'CSE']",3
XYZ4179,student135,M,Gen,No,2995,"[['VNIT', 'AGRI'], ['NITAP', 'CSE'], ['NITC', 'CSE'], ['NITG', 'CSE'], ['NITC', 'CSE'], ['NITC', 'ECE'], ['NITT', 'CSE'], ['NITAP', 'CSE'], ['MNNIT', 'MECH'], ['NITK', 'CSE']]","Sorry, you got no seat",0
XYZ4185,student3940,M,Res,No,2269,"[['NITC', 'CIVIL'], ['NITG', 'MECH'], ['NITC', 'ECE'], ['NITB', 'ECE'], ['NITG', 'ECE'], ['NITB', 'CSE'], ['NITK', 'MECH'], ['NITT', 'ECE'], ['NITG', 'MECH'], ['NITG', 'ECE']]","['NITC', 'CIVIL']",1
XYZ4185,student168,M,Gen,No,1343,"[['NITC', 'CIVIL'], ['VNIT', 'MECH'], ['NITG', 'MECH'], ['NITT', 'CSE'], ['NITG', 'MECH'], ['NITK', 'ECE'], ['MNNIT', 'ECE'], ['NITG', 'ECE'], ['NITK', 'MECH'], ['NITG', 'ECE']]","['NITC', 'CIVIL']",1
XYZ4186,student986,M,Gen,No,117,"[['MNNIT', 'CSE'], ['MNNIT', 'ECE'], ['NITT', 'CSE'], ['NITT', 'ECE']]","['MNNIT', 'CSE']",1
XYZ4187,student2671,M,Res,No,694,"[['NITK', 'CIVIL'], ['NITK', 'ECE'], ['NITAP', 'ECE'], ['NITG', 'ECE'], ['NITC', 'ECE'], ['NITG', 'MECH'], ['NITT', 'CSE'], ['VNIT', 'ECE'], ['NITAP', 'CSE']]","['NITK', 'CIVIL']",1
XYZ4190,student2468,M,Gen,No,19,"[['SVNIT', 'MECH'], ['NITK', 'MECH'], ['NITK', 'MECH'], ['NITG', 'CSE'], ['NITC', 'MECH'], ['SVNIT', 'MECH'], ['SVNIT', 'MECH'], ['NITB', 'MECH'], ['NITB', 'ECE'], ['NITT', 'ECE']]","['SVNIT', 'MECH']",1
